[2026-07-16 18:54:27] [INFO    ] discord.client: logging in using static token
[2026-07-16 18:54:30] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-07-16 18:54:30] [DEBUG   ] discord.client: Dispatching event guild_available
[2026-07-16 18:54:32] [DEBUG   ] discord.client: Dispatching event ready
[2026-07-16 18:54:52] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 4, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-07-16T22:55:06.058000+00:00', 'pinned': False, 'nonce': '1527448459840323584', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2022-12-17T19:22:34.760000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1527448521127760023', 'flags': 0, 'embeds': [{'video': {'width': 1280, 'url': 'https://www.youtube.com/embed/5qXflM8iS5s', 'placeholder_version': 1, 'placeholder': 'l7cJDIYlByphmIlml5r1cEefmg==', 'height': 720, 'flags': 0}, 'url': 'https://www.youtube.com/watch?v=5qXflM8iS5s', 'type': 'video', 'title': 'Larp Me', 'thumbnail': {'width': 1280, 'url': 'https://i.ytimg.com/vi/5qXflM8iS5s/maxresdefault.jpg', 'proxy_url': 'https://images-ext-1.discordapp.net/external/NKH7yjPPDZoKpcIajKIIr5votMddkpHVHBFNP11c1nk/https/i.ytimg.com/vi/5qXflM8iS5s/maxresdefault.jpg', 'placeholder_version': 1, 'placeholder': 'l7cJDIYlByphmIlml5r1cEefmg==', 'height': 720, 'flags': 0, 'content_type': 'image/jpeg'}, 'provider': {'url': 'https://www.youtube.com', 'name': 'YouTube'}, 'id': '1527448521127760024', 'description': "Larp Me\n\nLyrics:\nLarp me\nLarp me, Weird Al\nLarp me\nLarp me again\n\nI'm not the only one, ah-ah\nI'm not the only one, ah-ah\nI'm not the only one, ah-ah\nI'm not the only one\n\nHate me\nDo it and do it again\nWaste me\nLarp me, Weird Al\n\nI'm not the only one, ah-ah\nI'm not the only one, ah-ah\n…", 'color': 16711680, 'author': {'url': 'https://www.youtube.com/channel/UCalfWjZNEewkN7Au3y-5wPg', 'name': 'Kurt Larpain'}}], 'edited_timestamp': None, 'content': 'd!p https://youtu.be/5qXflM8iS5s?si=JTQGCJk7SdPAkEMq', 'components': [], 'channel_type': 0, 'channel_id': '1053754098148716556', 'author': {'username': 'frokeke', 'public_flags': 0, 'primary_guild': None, 'id': '1012483861076258867', 'global_name': 'o sapo daquele filme la.COM', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '15dca4c2164b1152c6ecdd373a41f5ed'}, 'attachments': [], 'guild_id': '1053754096928161873'}}
[2026-07-16 18:54:52] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-07-16 18:54:52] [DEBUG   ] discord.client: Dispatching event message
[2026-07-16 18:54:52] [INFO    ] discord.voice_state: Connecting to voice...
[2026-07-16 18:54:52] [INFO    ] discord.voice_state: Starting voice handshake... (connection attempt 1)
[2026-07-16 18:54:52] [DEBUG   ] discord.gateway: Updating our voice state to {'op': 4, 'd': {'guild_id': 1053754096928161873, 'channel_id': 1053754098148716557, 'self_mute': False, 'self_deaf': False}}.
[2026-07-16 18:54:52] [DEBUG   ] discord.voice_state: Connection state changed to set_guild_voice_state
[2026-07-16 18:54:52] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'VOICE_STATE_UPDATE', 's': 5, 'op': 0, 'd': {'member': {'user': {'username': 'Diva', 'public_flags': 0, 'primary_guild': None, 'id': '1427112440100950146', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '0775', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '134e48d079d6aabbe0af386d6d75884b'}, 'roles': ['1427116935912489135'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-10-13T02:13:12.145000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'user_id': '1427112440100950146', 'suppress': False, 'session_id': 'b2f2eb14fe816b493ad1c53eb6f76529', 'self_video': False, 'self_mute': False, 'self_deaf': False, 'request_to_speak_timestamp': None, 'mute': False, 'guild_id': '1053754096928161873', 'deaf': False, 'connected_at': 1784242506, 'channel_id': '1053754098148716557'}}
[2026-07-16 18:54:52] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-07-16 18:54:52] [DEBUG   ] discord.client: Dispatching event voice_state_update
[2026-07-16 18:54:52] [DEBUG   ] discord.voice_state: Connection state changed to got_voice_state_update
[2026-07-16 18:54:53] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'VOICE_SERVER_UPDATE', 's': 6, 'op': 0, 'd': {'token': 'd5adb9d84bc0bc75', 'guild_id': '1053754096928161873', 'endpoint': 'c-gru11-71048312.discord.media:2083'}}
[2026-07-16 18:54:53] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-07-16 18:54:53] [DEBUG   ] discord.voice_state: Connection state changed to got_both_voice_updates
[2026-07-16 18:54:53] [INFO    ] discord.voice_state: Voice handshake complete. Endpoint found: c-gru11-71048312.discord.media:2083
[2026-07-16 18:54:53] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 0, 'd': {'server_id': '1053754096928161873', 'user_id': '1427112440100950146', 'session_id': 'b2f2eb14fe816b493ad1c53eb6f76529', 'token': 'd5adb9d84bc0bc75', 'max_dave_protocol_version': 1}}.
[2026-07-16 18:54:53] [DEBUG   ] discord.voice_state: Connection state changed to websocket_connected
[2026-07-16 18:54:53] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 8, 'd': {'v': 8, 'heartbeat_interval': 13750}}
[2026-07-16 18:54:53] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 2, 'd': {'streams': [{'type': 'video', 'ssrc': 24939, 'rtx_ssrc': 24940, 'rid': '', 'quality': 0, 'active': False}], 'ssrc': 24938, 'port': 19317, 'modes': ['aead_aes256_gcm_rtpsize', 'aead_xchacha20_poly1305_rtpsize'], 'ip': '104.29.143.38', 'experiments': ['fixed_keyframe_interval']}}
[2026-07-16 18:54:53] [DEBUG   ] discord.gateway: Connecting to voice socket
[2026-07-16 18:54:53] [DEBUG   ] discord.gateway: Sending ip discovery packet
[2026-07-16 18:54:53] [DEBUG   ] discord.voice_state: Registering socket listener callback <function DiscordVoiceWebSocket.discover_ip.<locals>.get_ip_packet at 0x0000023C3FF317A0>
[2026-07-16 18:54:54] [DEBUG   ] discord.voice_state: Unregistering socket listener callback <function DiscordVoiceWebSocket.discover_ip.<locals>.get_ip_packet at 0x0000023C3FF317A0>
[2026-07-16 18:54:54] [DEBUG   ] discord.gateway: Received ip discovery packet: b'\x00\x02\x00F\x00\x00aj179.155.234.92\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\xc3{'
[2026-07-16 18:54:54] [DEBUG   ] discord.gateway: detected ip: 179.155.234.92 port: 50043
[2026-07-16 18:54:54] [DEBUG   ] discord.gateway: received supported encryption modes: aead_xchacha20_poly1305_rtpsize
[2026-07-16 18:54:54] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 1, 'd': {'protocol': 'udp', 'data': {'address': '179.155.234.92', 'port': 50043, 'mode': 'aead_xchacha20_poly1305_rtpsize'}}}.
[2026-07-16 18:54:54] [DEBUG   ] discord.gateway: selected the voice protocol for use (aead_xchacha20_poly1305_rtpsize)
[2026-07-16 18:54:54] [DEBUG   ] discord.voice_state: Connection state changed to got_ip_discovery
[2026-07-16 18:54:54] [DEBUG   ] discord.gateway: Voice websocket frame received: {'seq': 0, 'op': 11, 'd': {'user_ids': ['1012483861076258867']}}
[2026-07-16 18:54:54] [DEBUG   ] discord.gateway: Voice websocket frame received: {'seq': 1, 'op': 18, 'd': {'user_id': '1012483861076258867', 'flags': 2}}
[2026-07-16 18:54:54] [DEBUG   ] discord.gateway: Voice websocket frame received: {'seq': 2, 'op': 20, 'd': {'user_id': '1012483861076258867', 'platform': 1}}
[2026-07-16 18:54:54] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 4, 'd': {'video_codec': 'H264', 'secure_frames_version': 1, 'secret_key': [212, 158, 42, 74, 202, 87, 14, 112, 174, 211, 0, 179, 183, 203, 118, 98, 36, 9, 164, 225, 182, 32, 145, 238, 153, 235, 101, 28, 79, 7, 21, 37], 'mode': 'aead_xchacha20_poly1305_rtpsize', 'media_session_id': 'd6091b87b1df7bd85fa0a461a05d3b91', 'dave_protocol_version': 1, 'audio_codec': 'opus'}}
[2026-07-16 18:54:54] [DEBUG   ] discord.gateway: received secret key for voice connection
[2026-07-16 18:54:54] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 5, 'd': {'speaking': 0, 'delay': 0, 'ssrc': 24938}}.
[2026-07-16 18:54:54] [DEBUG   ] discord.gateway: Sending voice websocket binary frame: opcode=26 size=390
[2026-07-16 18:54:54] [DEBUG   ] discord.voice_state: Connection state changed to connected
[2026-07-16 18:54:54] [INFO    ] discord.voice_state: Voice connection complete.
[2026-07-16 18:54:54] [DEBUG   ] discord.gateway: Voice websocket frame received: {'seq': 3, 'op': 15, 'd': {'any': 100}}
[2026-07-16 18:54:54] [DEBUG   ] discord.gateway: Voice websocket binary frame received: 74 bytes; seq=4 op=25
[2026-07-16 18:54:54] [DEBUG   ] discord.gateway: Set MLS external sender
[2026-07-16 18:54:54] [DEBUG   ] discord.gateway: Voice websocket binary frame received: 502 bytes; seq=5 op=27
[2026-07-16 18:54:54] [DEBUG   ] discord.gateway: Sending voice websocket binary frame: opcode=28 size=1161
[2026-07-16 18:54:54] [DEBUG   ] discord.gateway: MLS proposals processed
[2026-07-16 18:54:54] [DEBUG   ] discord.gateway: Voice websocket binary frame received: 207 bytes; seq=6 op=29
[2026-07-16 18:54:54] [DEBUG   ] discord.gateway: MLS commit processed for transition id 0
[2026-07-16 18:54:59] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1784242499027, 'seq_ack': 6}.
[2026-07-16 18:54:59] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1784242499027, 'seq_ack': 6}}.
[2026-07-16 18:54:59] [DEBUG   ] discord.player: Spawning ffmpeg process with command: ['C:\\ffmpeg\\ffmpeg.exe', '-i', 'https://rr2---sn-xhcg5uxa-28ie.googlevideo.com/videoplayback?expire=1784264111&ei=T2FZapaOM8mQ4dUP-eW2gAs&ip=179.155.234.92&id=o-AEoMtq7tzKIS75voXBUuNM-SlmjZa_79XXMTBrbOzCqk&itag=251&source=youtube&requiressl=yes&xpc=EgVo2aDSNQ%3D%3D&cps=393&met=1784242511%2C&mh=0z&mm=31%2C29&mn=sn-xhcg5uxa-28ie%2Csn-ajgpv5-5v&ms=au%2Crdu&mv=m&mvi=2&pcm2cms=yes&pl=22&rms=au%2Cau&initcwndbps=2346250&bui=AZFlqhOwxkm26mLRAfH5s_MF3chsa-Mu1njwlRrOEHGSuKD6c-SE7M6caKlekKoDJ3DIDWmmXWe_pA0H&spc=SQ-umnznlQ2PKV9osrlF9YFTLU1IPCrZRTJr7UDqOrF4&vprv=1&svpuc=1&mime=audio%2Fwebm&rqh=1&gir=yes&clen=2498476&dur=174.121&lmt=1783763907065498&mt=1784242157&fvip=3&keepalive=yes&fexp=51565115%2C51992868&c=ANDROID_VR&txp=5318224&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cxpc%2Cbui%2Cspc%2Cvprv%2Csvpuc%2Cmime%2Crqh%2Cgir%2Cclen%2Cdur%2Clmt&sig=AE0s2JYwRQIgaaYBzB3EuQJJQPr_L5SJdWZpLJA-gQjKnJlJuK1oGcECIQC1RZ5zEr6NCafhOv8UfKMi3IB21BgS003NrQks2wzacg%3D%3D&lsparams=cps%2Cmet%2Cmh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpcm2cms%2Cpl%2Crms%2Cinitcwndbps&lsig=APaTxxMwRgIhAK_QItfae7TWvbQr3Sxgliqnx3qiiQ46T24NoXxJGCHAAiEAhb06zipgbo55PHvlczcM-qciIhioURzjtPilArI63Zc%3D', '-f', 's16le', '-ar', '48000', '-ac', '2', '-loglevel', 'warning', '-blocksize', '131072', '-vn', 'pipe:1']
[2026-07-16 18:54:59] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 5, 'd': {'speaking': 1, 'delay': 0, 'ssrc': 24938}}.
[2026-07-16 18:54:59] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1784242499027}}
[2026-07-16 18:55:02] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1053754098148716556/messages with {"content":"Tocando:\nLarp Me","components":[],"nonce":"5172766356568945833","enforce_nonce":true,"tts":false} has returned 200
[2026-07-16 18:55:02] [DEBUG   ] discord.http: POST /channels/{channel_id}/messages has found its initial rate limit bucket hash (62df3a8bf3cb0dd93018dd80d06039f6).
[2026-07-16 18:55:02] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1053754098148716556/messages has received {'type': 0, 'content': 'Tocando:\nLarp Me', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2026-07-16T22:55:16.274000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1527448563976769666', 'channel_id': '1053754098148716556', 'author': {'id': '1427112440100950146', 'username': 'Diva', 'avatar': '134e48d079d6aabbe0af386d6d75884b', 'discriminator': '0775', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '5172766356568945833'}
[2026-07-16 18:55:02] [DEBUG   ] discord.client: Dispatching event command_error
[2026-07-16 18:55:02] [ERROR   ] discord.ext.commands.bot: Ignoring exception in command None
discord.ext.commands.errors.CommandNotFound: Command "p" is not found
[2026-07-16 18:55:02] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 7, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-07-16T22:55:16.274000+00:00', 'pinned': False, 'nonce': '5172766356568945833', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1427116935912489135'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-10-13T02:13:12.145000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1527448563976769666', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Tocando:\nLarp Me', 'components': [], 'channel_type': 0, 'channel_id': '1053754098148716556', 'author': {'username': 'Diva', 'public_flags': 0, 'primary_guild': None, 'id': '1427112440100950146', 'global_name': None, 'display_name_styles': None, 'discriminator': '0775', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '134e48d079d6aabbe0af386d6d75884b'}, 'attachments': [], 'guild_id': '1053754096928161873'}}
[2026-07-16 18:55:02] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-07-16 18:55:02] [DEBUG   ] discord.client: Dispatching event message
[2026-07-16 18:55:04] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1784242504162, 'seq_ack': 6}.
[2026-07-16 18:55:04] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1784242504162, 'seq_ack': 6}}.
[2026-07-16 18:55:04] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1784242504162}}
[2026-07-16 18:55:09] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1784242509180, 'seq_ack': 6}.
[2026-07-16 18:55:09] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1784242509180, 'seq_ack': 6}}.
[2026-07-16 18:55:09] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1784242509180}}
[2026-07-16 18:55:11] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 7.
[2026-07-16 18:55:11] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-07-16 18:55:14] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1784242514191, 'seq_ack': 6}.
[2026-07-16 18:55:14] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1784242514191, 'seq_ack': 6}}.
[2026-07-16 18:55:14] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1784242514191}}
[2026-07-16 18:55:19] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1784242519208, 'seq_ack': 6}.
[2026-07-16 18:55:19] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1784242519208, 'seq_ack': 6}}.
[2026-07-16 18:55:19] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1784242519208}}
[2026-07-16 18:55:24] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1784242524211, 'seq_ack': 6}.
[2026-07-16 18:55:24] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1784242524211, 'seq_ack': 6}}.
[2026-07-16 18:55:24] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1784242524211}}
[2026-07-16 18:55:29] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1784242529214, 'seq_ack': 6}.
[2026-07-16 18:55:29] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1784242529214, 'seq_ack': 6}}.
[2026-07-16 18:55:29] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1784242529214}}
[2026-07-16 18:55:34] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1784242534224, 'seq_ack': 6}.
[2026-07-16 18:55:34] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1784242534224, 'seq_ack': 6}}.
[2026-07-16 18:55:34] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1784242534224}}
[2026-07-16 18:55:39] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1784242539232, 'seq_ack': 6}.
[2026-07-16 18:55:39] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1784242539232, 'seq_ack': 6}}.
[2026-07-16 18:55:39] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1784242539232}}
[2026-07-16 18:55:44] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1784242544247, 'seq_ack': 6}.
[2026-07-16 18:55:44] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1784242544247, 'seq_ack': 6}}.
[2026-07-16 18:55:44] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1784242544247}}
[2026-07-16 18:55:49] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1784242549262, 'seq_ack': 6}.
[2026-07-16 18:55:49] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1784242549262, 'seq_ack': 6}}.
[2026-07-16 18:55:49] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1784242549262}}
[2026-07-16 18:55:52] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 7.
[2026-07-16 18:55:52] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-07-16 18:55:54] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1784242554270, 'seq_ack': 6}.
[2026-07-16 18:55:54] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1784242554270, 'seq_ack': 6}}.
[2026-07-16 18:55:54] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1784242554270}}
[2026-07-16 18:55:59] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1784242559272, 'seq_ack': 6}.
[2026-07-16 18:55:59] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1784242559272, 'seq_ack': 6}}.
[2026-07-16 18:55:59] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1784242559272}}
[2026-07-16 18:56:04] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1784242564289, 'seq_ack': 6}.
[2026-07-16 18:56:04] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1784242564289, 'seq_ack': 6}}.
[2026-07-16 18:56:04] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1784242564289}}
[2026-07-16 18:56:09] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1784242569306, 'seq_ack': 6}.
[2026-07-16 18:56:09] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1784242569306, 'seq_ack': 6}}.
[2026-07-16 18:56:09] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1784242569306}}
[2026-07-16 18:56:14] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1784242574315, 'seq_ack': 6}.
[2026-07-16 18:56:14] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1784242574315, 'seq_ack': 6}}.
[2026-07-16 18:56:14] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1784242574315}}
[2026-07-16 18:56:19] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1784242579324, 'seq_ack': 6}.
[2026-07-16 18:56:19] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1784242579324, 'seq_ack': 6}}.
[2026-07-16 18:56:19] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1784242579324}}
[2026-07-16 18:56:24] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1784242584331, 'seq_ack': 6}.
[2026-07-16 18:56:24] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1784242584331, 'seq_ack': 6}}.
[2026-07-16 18:56:24] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1784242584331}}
[2026-07-16 18:56:29] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1784242589338, 'seq_ack': 6}.
[2026-07-16 18:56:29] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1784242589338, 'seq_ack': 6}}.
[2026-07-16 18:56:29] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1784242589338}}
[2026-07-16 18:56:33] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 7.
[2026-07-16 18:56:34] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-07-16 18:56:34] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1784242594355, 'seq_ack': 6}.
[2026-07-16 18:56:34] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1784242594355, 'seq_ack': 6}}.
[2026-07-16 18:56:34] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1784242594355}}
[2026-07-16 18:56:39] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1784242599370, 'seq_ack': 6}.
[2026-07-16 18:56:39] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1784242599370, 'seq_ack': 6}}.
[2026-07-16 18:56:39] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1784242599370}}
[2026-07-16 18:56:44] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1784242604380, 'seq_ack': 6}.
[2026-07-16 18:56:44] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1784242604380, 'seq_ack': 6}}.
[2026-07-16 18:56:44] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1784242604380}}
[2026-07-16 18:56:49] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1784242609391, 'seq_ack': 6}.
[2026-07-16 18:56:49] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1784242609391, 'seq_ack': 6}}.
[2026-07-16 18:56:49] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1784242609391}}
[2026-07-16 18:56:52] [DEBUG   ] discord.player: Preparing to terminate ffmpeg process 4284.
[2026-07-16 18:56:52] [INFO    ] discord.player: ffmpeg process 4284 successfully terminated with return code of 0.
[2026-07-16 18:56:52] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 5, 'd': {'speaking': 0, 'delay': 0, 'ssrc': 24938}}.
[2026-07-16 18:56:54] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1784242614406, 'seq_ack': 6}.
[2026-07-16 18:56:54] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1784242614406, 'seq_ack': 6}}.
[2026-07-16 18:56:54] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1784242614406}}
[2026-07-16 18:56:59] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1784242619417, 'seq_ack': 6}.
[2026-07-16 18:56:59] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1784242619417, 'seq_ack': 6}}.
[2026-07-16 18:56:59] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1784242619417}}
[2026-07-16 18:57:04] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1784242624437, 'seq_ack': 6}.
[2026-07-16 18:57:04] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1784242624437, 'seq_ack': 6}}.
[2026-07-16 18:57:04] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1784242624437}}
[2026-07-16 18:57:09] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1784242629440, 'seq_ack': 6}.
